REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
VIC1,"1999/09/01 00:30",5121.98833,16.08,TRADE
VIC1,"1999/09/01 01:00",4982.22333,15.44,TRADE
VIC1,"1999/09/01 01:30",5236.16167,24.05,TRADE
VIC1,"1999/09/01 02:00",5131.97167,15.67,TRADE
VIC1,"1999/09/01 02:30",4853.545,14.05,TRADE
VIC1,"1999/09/01 03:00",4686.97833,15.47,TRADE
VIC1,"1999/09/01 03:30",4511.305,13.05,TRADE
VIC1,"1999/09/01 04:00",4363.21,10.19,TRADE
VIC1,"1999/09/01 04:30",4242.595,10.13,TRADE
VIC1,"1999/09/01 05:00",4224.31,9.21,TRADE
VIC1,"1999/09/01 05:30",4311.235,12.21,TRADE
VIC1,"1999/09/01 06:00",4454.86833,12.34,TRADE
VIC1,"1999/09/01 06:30",4823.34167,16.44,TRADE
VIC1,"1999/09/01 07:00",5181.47667,22.74,TRADE
VIC1,"1999/09/01 07:30",5270.24667,19.56,TRADE
VIC1,"1999/09/01 08:00",5566.58167,20.43,TRADE
VIC1,"1999/09/01 08:30",5710.115,20.71,TRADE
VIC1,"1999/09/01 09:00",5700.33333,20.61,TRADE
VIC1,"1999/09/01 09:30",5672.465,20.56,TRADE
VIC1,"1999/09/01 10:00",5638.20167,20.49,TRADE
VIC1,"1999/09/01 10:30",5635.82,20.5,TRADE
VIC1,"1999/09/01 11:00",5636.68667,20.5,TRADE
VIC1,"1999/09/01 11:30",5576.32333,18.34,TRADE
VIC1,"1999/09/01 12:00",5582.41167,17.88,TRADE
VIC1,"1999/09/01 12:30",5567.44,17.75,TRADE
VIC1,"1999/09/01 13:00",5520.538,17.5,TRADE
VIC1,"1999/09/01 13:30",5636.02167,17.89,TRADE
VIC1,"1999/09/01 14:00",5637.59833,18.67,TRADE
VIC1,"1999/09/01 14:30",5568.48667,19.06,TRADE
VIC1,"1999/09/01 15:00",5609.39167,19.23,TRADE
VIC1,"1999/09/01 15:30",5549.58667,18.15,TRADE
VIC1,"1999/09/01 16:00",5518.975,18.03,TRADE
VIC1,"1999/09/01 16:30",5553.445,18.06,TRADE
VIC1,"1999/09/01 17:00",5528.685,17.95,TRADE
VIC1,"1999/09/01 17:30",5625.675,18.74,TRADE
VIC1,"1999/09/01 18:00",5734.79167,19.41,TRADE
VIC1,"1999/09/01 18:30",5916.61,20.84,TRADE
VIC1,"1999/09/01 19:00",5899.35167,20.32,TRADE
VIC1,"1999/09/01 19:30",5748.03833,17.48,TRADE
VIC1,"1999/09/01 20:00",5637.48833,17.82,TRADE
VIC1,"1999/09/01 20:30",5437.77667,15.82,TRADE
VIC1,"1999/09/01 21:00",5414.505,17.91,TRADE
VIC1,"1999/09/01 21:30",5324.55,18.49,TRADE
VIC1,"1999/09/01 22:00",5186.39167,19.06,TRADE
VIC1,"1999/09/01 22:30",5129.51167,19.25,TRADE
VIC1,"1999/09/01 23:00",5014.35,18.52,TRADE
VIC1,"1999/09/01 23:30",5338.60833,26.99,TRADE
VIC1,"1999/09/02 00:00",5372.46333,22.23,TRADE
VIC1,"1999/09/02 00:30",5236.74,21.82,TRADE
VIC1,"1999/09/02 01:00",5101.63,20.59,TRADE
VIC1,"1999/09/02 01:30",5376.17167,26.72,TRADE
VIC1,"1999/09/02 02:00",5202.34667,18.73,TRADE
VIC1,"1999/09/02 02:30",5037.78833,18.71,TRADE
VIC1,"1999/09/02 03:00",4833.16833,22.49,TRADE
VIC1,"1999/09/02 03:30",4685.53167,23.55,TRADE
VIC1,"1999/09/02 04:00",4529.13333,15.84,TRADE
VIC1,"1999/09/02 04:30",4411.83167,13.69,TRADE
VIC1,"1999/09/02 05:00",4389.15167,13.65,TRADE
VIC1,"1999/09/02 05:30",4460.39,14.91,TRADE
VIC1,"1999/09/02 06:00",4580.62333,18.11,TRADE
VIC1,"1999/09/02 06:30",5002.17667,29.82,TRADE
VIC1,"1999/09/02 07:00",5289.56,34.16,TRADE
VIC1,"1999/09/02 07:30",5410.21167,20.97,TRADE
VIC1,"1999/09/02 08:00",5695.35667,26.23,TRADE
VIC1,"1999/09/02 08:30",5774.105,26.44,TRADE
VIC1,"1999/09/02 09:00",5738.535,20.92,TRADE
VIC1,"1999/09/02 09:30",5761.51167,24.79,TRADE
VIC1,"1999/09/02 10:00",5676.66167,22.43,TRADE
VIC1,"1999/09/02 10:30",5632.97167,20.74,TRADE
VIC1,"1999/09/02 11:00",5617.57167,20.72,TRADE
VIC1,"1999/09/02 11:30",5601.94833,20.72,TRADE
VIC1,"1999/09/02 12:00",5593.20667,20.72,TRADE
VIC1,"1999/09/02 12:30",5562.67833,20.71,TRADE
VIC1,"1999/09/02 13:00",5510.15333,17.96,TRADE
VIC1,"1999/09/02 13:30",5601.90333,17.89,TRADE
VIC1,"1999/09/02 14:00",5598.70167,18.04,TRADE
VIC1,"1999/09/02 14:30",5584.945,18.12,TRADE
VIC1,"1999/09/02 15:00",5575.58833,19.6,TRADE
VIC1,"1999/09/02 15:30",5459.37,17.96,TRADE
VIC1,"1999/09/02 16:00",5547.7,20.15,TRADE
VIC1,"1999/09/02 16:30",5522.325,19.01,TRADE
VIC1,"1999/09/02 17:00",5493.965,17.4,TRADE
VIC1,"1999/09/02 17:30",5510.71167,15.61,TRADE
VIC1,"1999/09/02 18:00",5641.88667,18.28,TRADE
VIC1,"1999/09/02 18:30",5769.55833,20.96,TRADE
VIC1,"1999/09/02 19:00",5825.5,20.62,TRADE
VIC1,"1999/09/02 19:30",5647.14,18.04,TRADE
VIC1,"1999/09/02 20:00",5500.57333,17.33,TRADE
VIC1,"1999/09/02 20:30",5393.78,16.09,TRADE
VIC1,"1999/09/02 21:00",5338.845,15.37,TRADE
VIC1,"1999/09/02 21:30",5238.47167,18.38,TRADE
VIC1,"1999/09/02 22:00",5104.96,16.95,TRADE
VIC1,"1999/09/02 22:30",5026.71667,17.92,TRADE
VIC1,"1999/09/02 23:00",4961.67833,17.76,TRADE
VIC1,"1999/09/02 23:30",5405.13167,29.06,TRADE
VIC1,"1999/09/03 00:00",5343.385,29.78,TRADE
VIC1,"1999/09/03 00:30",5187.03333,22.37,TRADE
VIC1,"1999/09/03 01:00",5024.08333,17.63,TRADE
VIC1,"1999/09/03 01:30",5268.185,24.85,TRADE
VIC1,"1999/09/03 02:00",5094.26833,19.76,TRADE
VIC1,"1999/09/03 02:30",4922.19,18.53,TRADE
VIC1,"1999/09/03 03:00",4704.08,15.36,TRADE
VIC1,"1999/09/03 03:30",4485.17,14.14,TRADE
VIC1,"1999/09/03 04:00",4327,13.53,TRADE
VIC1,"1999/09/03 04:30",4235.69333,11.11,TRADE
VIC1,"1999/09/03 05:00",4194.155,11.96,TRADE
VIC1,"1999/09/03 05:30",4249.40833,12.86,TRADE
VIC1,"1999/09/03 06:00",4419.15833,14.53,TRADE
VIC1,"1999/09/03 06:30",4782.51833,18.08,TRADE
