REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
VIC1,"1999/05/01 00:30",5188.40667,31.55,TRADE
VIC1,"1999/05/01 01:00",5045.15667,32.9,TRADE
VIC1,"1999/05/01 01:30",5272.435,32.36,TRADE
VIC1,"1999/05/01 02:00",5108.395,27.61,TRADE
VIC1,"1999/05/01 02:30",4928.49833,22.8,TRADE
VIC1,"1999/05/01 03:00",4715.255,22.3,TRADE
VIC1,"1999/05/01 03:30",4557.85667,19.09,TRADE
VIC1,"1999/05/01 04:00",4371.42833,14.04,TRADE
VIC1,"1999/05/01 04:30",4270.845,12.51,TRADE
VIC1,"1999/05/01 05:00",4215.17,12.13,TRADE
VIC1,"1999/05/01 05:30",4209.955,13.71,TRADE
VIC1,"1999/05/01 06:00",4285.09333,15.36,TRADE
VIC1,"1999/05/01 06:30",4374.81833,16.97,TRADE
VIC1,"1999/05/01 07:00",4489.62333,20.69,TRADE
VIC1,"1999/05/01 07:30",4470.34667,18.77,TRADE
VIC1,"1999/05/01 08:00",4597.15667,22.79,TRADE
VIC1,"1999/05/01 08:30",4839.695,30,TRADE
VIC1,"1999/05/01 09:00",4907.63333,29.7,TRADE
VIC1,"1999/05/01 09:30",5015.21667,36.53,TRADE
VIC1,"1999/05/01 10:00",4988.67667,34.92,TRADE
VIC1,"1999/05/01 10:30",4938.08333,36.4,TRADE
VIC1,"1999/05/01 11:00",4908.1,34.65,TRADE
VIC1,"1999/05/01 11:30",4889.065,33.55,TRADE
VIC1,"1999/05/01 12:00",4862.915,32.91,TRADE
VIC1,"1999/05/01 12:30",4837.01167,33.16,TRADE
VIC1,"1999/05/01 13:00",4794.50167,32.4,TRADE
VIC1,"1999/05/01 13:30",4826.53667,29.28,TRADE
VIC1,"1999/05/01 14:00",4771.335,26.04,TRADE
VIC1,"1999/05/01 14:30",4704.72667,25.3,TRADE
VIC1,"1999/05/01 15:00",4611.02167,22.95,TRADE
VIC1,"1999/05/01 15:30",4592.83,22.37,TRADE
VIC1,"1999/05/01 16:00",4573.72167,21.05,TRADE
VIC1,"1999/05/01 16:30",4606.46667,27.2,TRADE
VIC1,"1999/05/01 17:00",4667.355,25.57,TRADE
VIC1,"1999/05/01 17:30",4884.335,30.39,TRADE
VIC1,"1999/05/01 18:00",5240.51833,43.24,TRADE
VIC1,"1999/05/01 18:30",5475.07333,48.72,TRADE
VIC1,"1999/05/01 19:00",5416.455,37.29,TRADE
VIC1,"1999/05/01 19:30",5208.34333,30.39,TRADE
VIC1,"1999/05/01 20:00",5159.23667,29.53,TRADE
VIC1,"1999/05/01 20:30",5065.48167,28.16,TRADE
VIC1,"1999/05/01 21:00",4989.16167,28.36,TRADE
VIC1,"1999/05/01 21:30",4925.98833,27.74,TRADE
VIC1,"1999/05/01 22:00",4826.21833,26.17,TRADE
VIC1,"1999/05/01 22:30",4819.93667,27.01,TRADE
VIC1,"1999/05/01 23:00",4753.35,26.57,TRADE
VIC1,"1999/05/01 23:30",5173.39167,29.22,TRADE
VIC1,"1999/05/02 00:00",5161.67167,28.5,TRADE
VIC1,"1999/05/02 00:30",5091.19333,27.74,TRADE
VIC1,"1999/05/02 01:00",4934.16833,17.81,TRADE
VIC1,"1999/05/02 01:30",5172.38333,23.74,TRADE
VIC1,"1999/05/02 02:00",5027.78167,19.68,TRADE
VIC1,"1999/05/02 02:30",4867.72833,16.15,TRADE
VIC1,"1999/05/02 03:00",4651.975,14.72,TRADE
VIC1,"1999/05/02 03:30",4521.12833,13.91,TRADE
VIC1,"1999/05/02 04:00",4374.77333,13.02,TRADE
VIC1,"1999/05/02 04:30",4259.24333,12.12,TRADE
VIC1,"1999/05/02 05:00",4126.345,12.12,TRADE
VIC1,"1999/05/02 05:30",4118.20167,12.12,TRADE
VIC1,"1999/05/02 06:00",4127.2,12.13,TRADE
VIC1,"1999/05/02 06:30",4194.72833,12.32,TRADE
VIC1,"1999/05/02 07:00",4215.125,12.14,TRADE
VIC1,"1999/05/02 07:30",4074.27,12.07,TRADE
VIC1,"1999/05/02 08:00",4176.805,12.44,TRADE
VIC1,"1999/05/02 08:30",4340.15833,13.83,TRADE
VIC1,"1999/05/02 09:00",4438.47833,14.24,TRADE
VIC1,"1999/05/02 09:30",4529.29,15.04,TRADE
VIC1,"1999/05/02 10:00",4547.48,15.58,TRADE
VIC1,"1999/05/02 10:30",4539.78167,14.82,TRADE
VIC1,"1999/05/02 11:00",4467.41667,13.98,TRADE
VIC1,"1999/05/02 11:30",4445.735,13.91,TRADE
VIC1,"1999/05/02 12:00",4470.315,14.21,TRADE
VIC1,"1999/05/02 12:30",4444.8,13.88,TRADE
VIC1,"1999/05/02 13:00",4397.275,12.99,TRADE
VIC1,"1999/05/02 13:30",4405.54667,12.91,TRADE
VIC1,"1999/05/02 14:00",4358.73333,12.71,TRADE
VIC1,"1999/05/02 14:30",4310.79333,12.33,TRADE
VIC1,"1999/05/02 15:00",4285.50167,12.13,TRADE
VIC1,"1999/05/02 15:30",4261.04667,12.12,TRADE
VIC1,"1999/05/02 16:00",4324.39333,12.12,TRADE
VIC1,"1999/05/02 16:30",4351.925,12.12,TRADE
VIC1,"1999/05/02 17:00",4464.53333,12.45,TRADE
VIC1,"1999/05/02 17:30",4684.05167,14.79,TRADE
VIC1,"1999/05/02 18:00",5166.85833,30.24,TRADE
VIC1,"1999/05/02 18:30",5387.18833,37.77,TRADE
VIC1,"1999/05/02 19:00",5323.89,35.48,TRADE
VIC1,"1999/05/02 19:30",5244.85,31.93,TRADE
VIC1,"1999/05/02 20:00",5180.87,30.9,TRADE
VIC1,"1999/05/02 20:30",5091.41,29.33,TRADE
VIC1,"1999/05/02 21:00",5024.17,27.86,TRADE
VIC1,"1999/05/02 21:30",4909.37167,24.19,TRADE
VIC1,"1999/05/02 22:00",4755.525,19.19,TRADE
VIC1,"1999/05/02 22:30",4747.76333,24.71,TRADE
VIC1,"1999/05/02 23:00",4693.49667,22.04,TRADE
VIC1,"1999/05/02 23:30",5081.04667,25.18,TRADE
VIC1,"1999/05/03 00:00",5032.375,21.5,TRADE
VIC1,"1999/05/03 00:30",4906.59167,23.1,TRADE
VIC1,"1999/05/03 01:00",4788.80333,16.81,TRADE
VIC1,"1999/05/03 01:30",5046.61,21.55,TRADE
VIC1,"1999/05/03 02:00",4933.21333,16.81,TRADE
VIC1,"1999/05/03 02:30",4769.43833,16.5,TRADE
VIC1,"1999/05/03 03:00",4587.65333,14.2,TRADE
VIC1,"1999/05/03 03:30",4422.26833,13.4,TRADE
VIC1,"1999/05/03 04:00",4356.28,12.31,TRADE
VIC1,"1999/05/03 04:30",4245.07333,13.04,TRADE
VIC1,"1999/05/03 05:00",4231.39333,13.71,TRADE
VIC1,"1999/05/03 05:30",4299.19167,14.07,TRADE
VIC1,"1999/05/03 06:00",4456.73833,15.32,TRADE
VIC1,"1999/05/03 06:30",4823.74,19.92,TRADE
VIC1,"1999/05/03 07:00",5238.04833,33.23,TRADE
VIC1,"1999/05/03 07:30",5365.395,32.93,TRADE
VIC1,"1999/05/03 08:00",5623.10833,46.45,TRADE
VIC1,"1999/05/03 08:30",5719.72,53.6,TRADE
VIC1,"1999/05/03 09:00",5721.62833,60.93,TRADE
VIC1,"1999/05/03 09:30",5723.50167,56.72,TRADE
VIC1,"1999/05/03 10:00",5672.87,53.58,TRADE
VIC1,"1999/05/03 10:30",5622.80667,33.49,TRADE
VIC1,"1999/05/03 11:00",5614.78667,30.32,TRADE
VIC1,"1999/05/03 11:30",5578.89167,30.33,TRADE
VIC1,"1999/05/03 12:00",5578.19167,30.15,TRADE
VIC1,"1999/05/03 12:30",5515.04667,29.8,TRADE
VIC1,"1999/05/03 13:00",5527.98333,22.3,TRADE
VIC1,"1999/05/03 13:30",5598.715,28.59,TRADE
VIC1,"1999/05/03 14:00",5571.34333,25.89,TRADE
VIC1,"1999/05/03 14:30",5550.21333,21.17,TRADE
VIC1,"1999/05/03 15:00",5463.225,18.04,TRADE
VIC1,"1999/05/03 15:30",5457.53,19.18,TRADE
VIC1,"1999/05/03 16:00",5433.72167,18.12,TRADE
VIC1,"1999/05/03 16:30",5436.35833,17.61,TRADE
VIC1,"1999/05/03 17:00",5483.69,20.12,TRADE
VIC1,"1999/05/03 17:30",5558.18333,24.29,TRADE
VIC1,"1999/05/03 18:00",5875.91167,48.41,TRADE
VIC1,"1999/05/03 18:30",5922.54,54.74,TRADE
VIC1,"1999/05/03 19:00",5791.21833,51.26,TRADE
VIC1,"1999/05/03 19:30",5635.88167,36.39,TRADE
VIC1,"1999/05/03 20:00",5539.595,30.08,TRADE
VIC1,"1999/05/03 20:30",5382.07167,23.82,TRADE
VIC1,"1999/05/03 21:00",5314.50167,25.74,TRADE
VIC1,"1999/05/03 21:30",5182.70833,23.42,TRADE
VIC1,"1999/05/03 22:00",5052.78,20.57,TRADE
VIC1,"1999/05/03 22:30",4941.32667,27.71,TRADE
VIC1,"1999/05/03 23:00",4877.68833,24.46,TRADE
VIC1,"1999/05/03 23:30",5312.13333,33.18,TRADE
VIC1,"1999/05/04 00:00",5261.74,44.28,TRADE
VIC1,"1999/05/04 00:30",5063.68833,36.39,TRADE
VIC1,"1999/05/04 01:00",4964.025,35.54,TRADE
VIC1,"1999/05/04 01:30",5211.065,40.97,TRADE
VIC1,"1999/05/04 02:00",5084.85333,35.71,TRADE
VIC1,"1999/05/04 02:30",4865.78,28.56,TRADE
VIC1,"1999/05/04 03:00",4698.86,27.6,TRADE
VIC1,"1999/05/04 03:30",4560.58,23.13,TRADE
VIC1,"1999/05/04 04:00",4429.275,19.06,TRADE
VIC1,"1999/05/04 04:30",4326.42333,14.76,TRADE
VIC1,"1999/05/04 05:00",4294.80167,14.29,TRADE
VIC1,"1999/05/04 05:30",4363.67833,17.66,TRADE
VIC1,"1999/05/04 06:00",4527.16167,21.32,TRADE
VIC1,"1999/05/04 06:30",4911.48333,26.51,TRADE
VIC1,"1999/05/04 07:00",5217.845,33.67,TRADE
VIC1,"1999/05/04 07:30",5339.99333,34.74,TRADE
VIC1,"1999/05/04 08:00",5644.22667,50.89,TRADE
VIC1,"1999/05/04 08:30",5705.78833,54.89,TRADE
VIC1,"1999/05/04 09:00",5694.59167,49.67,TRADE
VIC1,"1999/05/04 09:30",5675.29333,45.9,TRADE
VIC1,"1999/05/04 10:00",5602.49167,50.51,TRADE
VIC1,"1999/05/04 10:30",5524.73833,33.26,TRADE
VIC1,"1999/05/04 11:00",5518.065,29.6,TRADE
VIC1,"1999/05/04 11:30",5516.51833,24.86,TRADE
VIC1,"1999/05/04 12:00",5548.37667,30.61,TRADE
VIC1,"1999/05/04 12:30",5548.62833,36,TRADE
