REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
VIC1,"1999/01/01 00:30",3633.32833,30.52,TRADE
VIC1,"1999/01/01 01:00",3464.46833,28.74,TRADE
VIC1,"1999/01/01 01:30",3685.62,27.94,TRADE
VIC1,"1999/01/01 02:00",3515.75,20.9,TRADE
VIC1,"1999/01/01 02:30",3328.52167,20.26,TRADE
VIC1,"1999/01/01 03:00",3133.90167,15.49,TRADE
VIC1,"1999/01/01 03:30",3003.78667,14.35,TRADE
VIC1,"1999/01/01 04:00",2890.32667,14.08,TRADE
VIC1,"1999/01/01 04:30",2795.97833,13.97,TRADE
VIC1,"1999/01/01 05:00",2757.51167,11.96,TRADE
VIC1,"1999/01/01 05:30",2738.045,8.25,TRADE
VIC1,"1999/01/01 06:00",2740.48,8.03,TRADE
VIC1,"1999/01/01 06:30",2802.60333,9.22,TRADE
VIC1,"1999/01/01 07:00",2877.14,10.97,TRADE
VIC1,"1999/01/01 07:30",2726.87833,7.85,TRADE
VIC1,"1999/01/01 08:00",2733.75667,7.94,TRADE
VIC1,"1999/01/01 08:30",2846.33333,10.68,TRADE
VIC1,"1999/01/01 09:00",2912.02667,10.85,TRADE
VIC1,"1999/01/01 09:30",3003.29833,12.28,TRADE
VIC1,"1999/01/01 10:00",3092.36667,13.91,TRADE
VIC1,"1999/01/01 10:30",3111.565,14.22,TRADE
VIC1,"1999/01/01 11:00",3182.17833,15.95,TRADE
VIC1,"1999/01/01 11:30",3216.36833,16.8,TRADE
VIC1,"1999/01/01 12:00",3231.84667,14.92,TRADE
VIC1,"1999/01/01 12:30",3250.915,15,TRADE
VIC1,"1999/01/01 13:00",3258.55833,14.95,TRADE
VIC1,"1999/01/01 13:30",3289.66167,15.07,TRADE
VIC1,"1999/01/01 14:00",3308.58,14.89,TRADE
VIC1,"1999/01/01 14:30",3351.43833,15.05,TRADE
VIC1,"1999/01/01 15:00",3395.14667,15.2,TRADE
VIC1,"1999/01/01 15:30",3435.345,16.17,TRADE
VIC1,"1999/01/01 16:00",3494.82167,17.37,TRADE
VIC1,"1999/01/01 16:30",3554.35667,17.48,TRADE
VIC1,"1999/01/01 17:00",3639.945,19.06,TRADE
VIC1,"1999/01/01 17:30",3613.22333,18.05,TRADE
VIC1,"1999/01/01 18:00",3561.6,17.54,TRADE
VIC1,"1999/01/01 18:30",3499.09,17.04,TRADE
VIC1,"1999/01/01 19:00",3434.83667,16.77,TRADE
VIC1,"1999/01/01 19:30",3385.86167,17.3,TRADE
VIC1,"1999/01/01 20:00",3391.51833,17.34,TRADE
VIC1,"1999/01/01 20:30",3476.63,17.86,TRADE
VIC1,"1999/01/01 21:00",3456.02333,16.35,TRADE
VIC1,"1999/01/01 21:30",3376.27333,18.2,TRADE
VIC1,"1999/01/01 22:00",3262.03833,15.89,TRADE
VIC1,"1999/01/01 22:30",3208.91667,17.65,TRADE
VIC1,"1999/01/01 23:00",3174.62,15.95,TRADE
VIC1,"1999/01/01 23:30",3599.215,23.26,TRADE
