REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
VIC1,"1999/06/01 00:30",5301.44833,31.5,TRADE
VIC1,"1999/06/01 01:00",5150.21667,26.99,TRADE
VIC1,"1999/06/01 01:30",5409.095,29.16,TRADE
VIC1,"1999/06/01 02:00",5275.31167,22.45,TRADE
VIC1,"1999/06/01 02:30",5068.89667,17.97,TRADE
VIC1,"1999/06/01 03:00",4858.68333,17.09,TRADE
VIC1,"1999/06/01 03:30",4695.14667,14.86,TRADE
VIC1,"1999/06/01 04:00",4509.645,11.38,TRADE
VIC1,"1999/06/01 04:30",4430.06167,10.75,TRADE
VIC1,"1999/06/01 05:00",4436.25167,13.63,TRADE
VIC1,"1999/06/01 05:30",4509.61167,14.37,TRADE
VIC1,"1999/06/01 06:00",4623.42667,17.15,TRADE
VIC1,"1999/06/01 06:30",4976.71,20.5,TRADE
VIC1,"1999/06/01 07:00",5283.145,21.69,TRADE
VIC1,"1999/06/01 07:30",5441.555,22.91,TRADE
VIC1,"1999/06/01 08:00",5738.21,31.53,TRADE
VIC1,"1999/06/01 08:30",5848.44333,31.8,TRADE
VIC1,"1999/06/01 09:00",5823.17,26.99,TRADE
VIC1,"1999/06/01 09:30",5866.625,41.99,TRADE
VIC1,"1999/06/01 10:00",5851.775,43.87,TRADE
VIC1,"1999/06/01 10:30",5812.93833,34.12,TRADE
VIC1,"1999/06/01 11:00",5911.225,38.72,TRADE
VIC1,"1999/06/01 11:30",5978.72833,38.07,TRADE
VIC1,"1999/06/01 12:00",5810.205,33.13,TRADE
VIC1,"1999/06/01 12:30",5751.94833,31.23,TRADE
VIC1,"1999/06/01 13:00",5738.54167,27.52,TRADE
VIC1,"1999/06/01 13:30",5845.26,32.35,TRADE
VIC1,"1999/06/01 14:00",5834.26333,34.43,TRADE
VIC1,"1999/06/01 14:30",5802.845,35.82,TRADE
VIC1,"1999/06/01 15:00",5748.59167,31.27,TRADE
VIC1,"1999/06/01 15:30",5732.85,28.53,TRADE
VIC1,"1999/06/01 16:00",5690.13,23.29,TRADE
VIC1,"1999/06/01 16:30",5727.31333,20.18,TRADE
VIC1,"1999/06/01 17:00",5810.62833,28.28,TRADE
VIC1,"1999/06/01 17:30",6121.715,41.31,TRADE
VIC1,"1999/06/01 18:00",6326.14833,46.33,TRADE
VIC1,"1999/06/01 18:30",6270.20833,47.93,TRADE
VIC1,"1999/06/01 19:00",6051.17167,41.91,TRADE
VIC1,"1999/06/01 19:30",5887.77,35.06,TRADE
VIC1,"1999/06/01 20:00",5742.8,33.5,TRADE
VIC1,"1999/06/01 20:30",5627.35333,33.25,TRADE
VIC1,"1999/06/01 21:00",5495.80667,35.01,TRADE
VIC1,"1999/06/01 21:30",5398.4,29.75,TRADE
VIC1,"1999/06/01 22:00",5256.105,28.6,TRADE
VIC1,"1999/06/01 22:30",5131.16833,23.93,TRADE
VIC1,"1999/06/01 23:00",4992.01833,17.71,TRADE
VIC1,"1999/06/01 23:30",5412.52,29.69,TRADE
VIC1,"1999/06/02 00:00",5342.085,26.72,TRADE
VIC1,"1999/06/02 00:30",5244.87,26.91,TRADE
VIC1,"1999/06/02 01:00",5050.44333,26.82,TRADE
VIC1,"1999/06/02 01:30",5342.58,30.16,TRADE
VIC1,"1999/06/02 02:00",5211.515,26.55,TRADE
VIC1,"1999/06/02 02:30",5034.345,24.34,TRADE
VIC1,"1999/06/02 03:00",4798.19833,17.57,TRADE
VIC1,"1999/06/02 03:30",4618.22667,14.17,TRADE
VIC1,"1999/06/02 04:00",4476.8,11.03,TRADE
VIC1,"1999/06/02 04:30",4419.54167,12.03,TRADE
VIC1,"1999/06/02 05:00",4381.46833,13.92,TRADE
VIC1,"1999/06/02 05:30",4482.95833,18.07,TRADE
VIC1,"1999/06/02 06:00",4590.49,17.78,TRADE
VIC1,"1999/06/02 06:30",4965.02,25.87,TRADE
VIC1,"1999/06/02 07:00",5250.465,31.41,TRADE
VIC1,"1999/06/02 07:30",5437.30833,32.75,TRADE
VIC1,"1999/06/02 08:00",5756.03333,47.43,TRADE
VIC1,"1999/06/02 08:30",5901.80333,49.82,TRADE
VIC1,"1999/06/02 09:00",5853.875,49.4,TRADE
VIC1,"1999/06/02 09:30",5869.94667,49.5,TRADE
VIC1,"1999/06/02 10:00",5867.81167,49.42,TRADE
VIC1,"1999/06/02 10:30",5828.305,42.4,TRADE
VIC1,"1999/06/02 11:00",5824.41667,35.03,TRADE
VIC1,"1999/06/02 11:30",5821.56833,40.98,TRADE
VIC1,"1999/06/02 12:00",5790.84,36.86,TRADE
VIC1,"1999/06/02 12:30",5764.14833,34.87,TRADE
VIC1,"1999/06/02 13:00",5732.62833,35.32,TRADE
VIC1,"1999/06/02 13:30",5881.79167,49.39,TRADE
VIC1,"1999/06/02 14:00",5857.54833,47.65,TRADE
VIC1,"1999/06/02 14:30",5791.17167,42.73,TRADE
